title_year,genres,color,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_critic_for_reviews,num_voted_users,facenumber_in_poster,num_user_for_reviews,language,gross,budget,imdb_score,aspect_ratio
2005,Comedy|Drama,Color,94,187,1000,887,427,3690,750,122,11202,0,123,English,1247453,2800000,6.8,2.35
2011,Drama|Thriller,Color,121,337,982,463,41,1520,14000,359,68211,0,219,English,1729969,5000000,7.4,2.35
1988,Fantasy|Horror|Mystery|Thriller,Color,118,7,968,733,339,2545,0,130,4695,0,69,English,1705139,4700000,6.7,1.85
2006,Comedy|Drama,Color,98,16,10000,838,621,11703,864,64,9611,0,70,English,238774,,6.8,1.85
2014,Comedy|Crime,Color,82,0,927,833,316,2469,0,13,4247,2,11,English,,5000000,5.4,
1986,Comedy|Horror,Color,101,365,237,28,14,302,0,159,19234,3,258,English,8025872,4700000,5.5,1.85
1973,Biography|Drama|Romance|Western,Color,106,541,773,476,372,2409,0,54,13467,0,106,English,,4638783,7.4,2.35
2013,Crime|Drama,Color,90,0,33000,1000,428,34779,30000,440,83234,1,475,English,778565,4800000,5.7,1.85
2005,Drama,Color,79,0,226,40,20,286,11,7,262,0,6,French,,,5.4,
2011,Comedy,Color,87,20,571,345,329,2006,491,4,1427,6,12,English,,4700000,3.2,
2013,Comedy|Romance,Color,,0,5,0,0,5,2,1,57,2,1,Kannada,,,7.1,
2004,Drama|Romance,Color,105,11,18000,66,16,18105,2000,96,18940,0,182,English,1340891,,7.8,1.85
2007,Western,Color,89,0,584,580,413,2668,31,8,436,2,8,English,,5000000,5.3,2.35
2010,Comedy|Drama|Romance,Color,100,3,74,52,9,143,0,87,6304,1,21,French,513836,4600000,7.2,1.85
2013,Comedy|Drama,Color,92,4,943,480,140,1795,199,10,421,1,3,English,,4700000,6.2,
2007,Drama,Color,97,4,13000,1000,577,15093,0,121,8867,1,65,English,434417,4600000,5.9,1.85
2006,Crime|Drama,Color,100,0,109,10,3,122,285,43,2776,0,22,English,728,,7.3,1.85
1984,Comedy,Color,96,37,801,760,542,3113,0,45,87739,0,133,English,81200000,4500000,6.7,1.85
1980,Adventure|Drama|Romance,Color,104,116,1000,511,83,1662,0,36,50125,0,140,English,,4500000,5.7,1.85
1994,Comedy|Drama|Romance,Color,117,179,1000,398,239,1862,0,84,107923,4,197,English,52700832,4500000,7.1,1.66
1982,Comedy|Drama,Color,90,143,1000,901,811,5002,0,118,71217,1,228,English,,4500000,7.2,1.85
1956,Adventure|Drama,Color,115,1000,232,169,68,588,0,42,13474,0,115,English,,4500000,7.4,1.66
2002,Drama,Color,108,0,22000,3000,346,26050,0,202,149528,0,454,English,13060843,15000000,7.7,2.35
,Crime|Drama,Color,43,,562,560,298,1587,2000,5,6762,0,27,English,,,7.7,16
1996,Crime|Drama|Romance|Thriller,Color,109,0,3000,441,126,3668,2000,120,41138,0,208,English,3798532,4500000,7.4,1.85
2000,Drama,Color,102,0,1000,1000,167,2235,38000,234,573541,0,1916,English,3609278,4500000,8.4,1.37
1945,Musical|Romance,Color,100,9,188,135,37,496,501,17,2756,2,55,English,,,7.1,1.37
1998,Drama|Musical,Color,115,98,341,26,4,371,539,35,2412,3,40,Spanish,1687311,700000000,7.2,2
1986,Drama|History|Thriller|War,Color,122,0,854,652,491,2762,1000,48,15175,0,89,English,,4500000,7.5,1.85
2014,Comedy,Color,98,10,589,416,402,2705,0,49,10483,,125,English,10429707,5000000,5.4,2.35
2001,Drama|Sci-Fi|Thriller,Color,133,219,15000,933,701,17040,33000,283,580999,1,2110,English,727883,4500000,8.1,2.35
2011,Adventure|Comedy|Western,Color,105,5,274,154,122,793,0,16,1592,6,14,Spanish,1391770,,6,2.35
1997,Crime|Drama|Mystery,Color,122,4,25,20,3,48,689,54,9171,1,68,Dutch,713413,4500000,7.8,1.85
2002,Comedy|Crime|Drama,Color,106,68,835,601,391,2110,3000,92,32357,0,199,English,410241,2000000,6.8,1.85
2009,Comedy|Drama,Color,98,377,1000,887,844,5041,0,159,5465,1,37,English,278821,,6.5,1.85
2005,Crime|Drama,Color,112,0,717,126,38,907,4000,202,53508,0,131,Korean,211667,4200000000,7.7,2.35
2010,Biography|Drama|Music|Romance,Color,120,0,24,12,9,53,0,50,1213,2,17,French,706622,,6.4,1.85
2001,Comedy|Drama|Sport,Color,99,0,26000,1000,798,29325,0,54,29463,1,84,English,92191,2500000,6.5,1.85
2006,Action|Crime|Thriller,Color,110,143,155,96,76,398,528,98,6919,0,26,Cantonese,49413,35000000,7.3,2.35
2011,Action|Adventure|Western,Color,102,3,820,356,327,1950,0,92,7390,0,40,English,199652,,6.6,2.35
2002,Crime|Drama,Color,109,187,129,2,0,131,0,112,35464,1,206,Russian,181655,,7.9,1.85
2009,Drama|Horror|Mystery|Thriller,Color,104,0,14000,1000,329,15860,7000,138,30836,1,137,English,108229,4500000,5.9,2.35
2014,Drama|Thriller,Color,134,0,327,82,62,496,62,9,781,4,7,Hindi,,,4.7,
1975,Drama,Color,133,869,888,721,425,2176,32000,149,680041,0,760,English,112000000,4400000,8.7,1.85
2015,Comedy,Color,85,358,19000,570,212,20397,224,5,917,3,4,English,,4400000,5.9,1.78
1976,Comedy|Romance,Color,87,0,898,842,753,2951,629,39,12666,0,61,,,4400000,6.7,1.85
2016,Action|Drama|History|Thriller|War,Color,130,6,85,26,12,151,10000,39,30977,1,178,Hindi,,4400000,8.5,2.35
,Drama|Family,Color,199,,662,517,505,2667,0,2,14251,0,74,English,,,8.4,1.33
2014,Action|Adventure,Color,103,249,2000,298,261,3089,0,29,4952,1,32,English,8691,4500000,5.8,
2012,Action|Crime|Drama,Color,112,63,2000,1000,422,4810,0,111,16445,4,99,English,26345,3000000,6.1,2.35
2000,Crime|Thriller,Color,89,143,1000,146,100,1291,0,149,43135,6,346,English,6940281,,7.3,2.35
2010,Action|Crime|Drama|Thriller,Color,124,79,309,254,93,857,0,90,13443,1,25,Swedish,188870,,6.7,2.35
2002,Drama|Family,Color,101,51,446,20,8,497,0,149,34232,1,346,English,20772796,6000000,7.6,2.35
2009,Comedy|Drama,Color,133,12,464,374,106,1045,504,12,7295,0,49,Hindi,199228,150000000,7.2,2.35
2009,Mystery|Sci-Fi|Thriller,Color,112,0,29,9,7,61,2000,64,15780,0,62,German,,4500000,6.2,2.35
2015,Adventure|Family|Fantasy,Color,111,456,20000,559,394,21404,24000,256,39975,4,186,English,34964818,150000000,5.8,2.35
2006,Comedy|Drama|Family|Music|Musical|Romance,Color,98,197,755,632,578,2553,0,57,59254,0,726,English,,4200000,5.2,1.33
,Crime|Drama,Color,60,,1000,557,551,3026,0,8,3673,0,23,English,,,8.1,16
1997,Comedy|Drama,Color,93,23,471,232,130,938,61,50,3407,1,48,English,2542264,,7.1,1.85
2004,Fantasy|Thriller,Color,104,335,114,28,16,206,0,232,47097,0,310,Russian,1487477,4200000,6.5,1.85
1992,Crime|Drama|Romance|Thriller,Color,112,277,1000,530,327,2412,0,63,41361,0,148,English,62549000,2300000,7.3,2.35
1981,Comedy,Color,94,84,110,95,95,582,0,75,31260,0,152,English,105500000,4000000,6.2,1.85
2009,Horror,Color,90,0,648,529,231,1951,0,274,17478,0,159,English,101055,4000000,5,2.35
1968,Drama|Horror|Mystery, Black and White,96,0,125,108,56,403,0,284,87978,5,580,English,,114000,8,1.85
2003,Drama,Color,101,0,19000,13000,11,32015,17000,265,321283,0,1848,English,44566004,4000000,7.8,1.85
1977,Comedy|Romance,Color,93,11000,11000,636,629,12691,0,154,192940,0,491,English,39200000,4000000,8.1,1.37
1952,Drama|Family|Romance,Color,152,309,232,178,132,825,625,44,9456,0,107,English,36000000,4000000,6.7,1.37
2014,Action|Adventure|Drama,Color,150,0,23000,892,748,26489,51000,314,128694,0,657,English,65007045,140000000,6.1,2.35
2001,Drama|Romance,Color,112,395,13000,595,80,13707,0,153,71495,1,522,English,31252964,4000000,7.1,2.35
2015,Drama|Horror,Color,95,9,584,430,428,1885,22000,256,30219,2,200,English,131175,8500000,5.6,2.35
1995,Drama|Romance,Color,111,81,12000,898,687,14823,0,123,93894,0,286,English,31968347,3600000,7.6,1.66
2013,Comedy|Horror,Color,86,2,707,619,555,2634,0,46,2806,0,11,English,,4500000,4.3,1.78
1985,Comedy|Horror|Sci-Fi,Color,108,228,431,426,358,2020,0,203,39857,0,300,English,,4000000,7.3,1.85
1974,Comedy|Drama|Romance,Color,105,0,597,222,116,1218,661,34,9007,2,50,English,,4000000,7.3,2.35
2015,Mystery|Thriller,Color,91,357,3000,465,326,4807,8000,149,27198,1,131,English,35385560,4000000,4.6,2.35
1956,Drama|Romance,Color,105,82,746,119,69,986,283,20,3102,0,35,English,,4000000,6.8,2.35
,Drama|Fantasy,Color,60,,1000,1000,904,5203,634,9,3852,1,47,English,,,7.5,1.78
2010,Comedy|Drama,Color,106,450,14000,3000,712,18645,16000,323,110616,1,291,English,20803237,3500000,7.1,1.85
1988,Horror|Sci-Fi|Thriller,Color,93,0,355,151,133,837,27000,172,73501,0,333,English,13008928,4000000,7.3,2.35
1963,Adventure|Drama|History|Thriller|War,Color,172,120,773,742,145,1785,8000,111,165638,0,301,English,,4000000,8.3,2.35
2004,Comedy|Documentary|Drama|Fantasy|Mystery|Sci-Fi, Black and White,109,0,847,670,428,2649,2000,74,12059,0,486,English,10941801,,5.4,1.85
2013,Drama|Horror|Thriller,Color,93,8,45000,541,400,46868,0,161,13506,0,68,English,15152879,5000000,4,2.35
2014,Drama,Color,165,0,230,193,127,673,92000,548,266020,0,836,English,25359200,4000000,8,1.85
2006,Comedy|Crime|Mystery,Color,96,11000,19000,427,405,20132,0,177,66840,0,248,English,10515579,4000000,6.7,1.85
2001,Action|Adventure|Sci-Fi|Thriller,Color,119,13000,1000,658,567,2776,0,230,177729,0,1368,English,180011740,100000000,5.7,2.35
2001,Comedy,Color,93,69,522,231,69,955,842,27,5612,2,38,English,10097096,4000000,4.6,1.85
2000,Comedy,Color,82,69,939,706,585,3354,118,22,1415,1,10,English,9821335,6000000,4,1.85
2003,Crime|Drama|Fantasy|Romance,Color,101,47,658,636,407,3086,762,157,28714,1,215,English,8243880,3200000,7,2.35
1961,Drama|Romance|Western, Black and White,120,1000,862,403,268,1652,0,70,12981,2,121,English,,4000000,7.4,1.66
2006,Crime|Mystery|Thriller,Color,81,5,49000,780,710,50831,576,125,13086,0,156,English,7825820,4000000,5.9,1.85
1995,Comedy|Crime,Color,82,7,584,246,27,1002,138,10,2129,0,37,English,7557877,,4.6,1.85
2010,Horror|Mystery|Thriller,Color,107,0,798,374,255,2537,0,160,16411,2,136,English,14637490,25000000,4.8,2.35
2007,Drama|Mystery|Thriller,Color,105,171,382,273,143,954,11000,300,120189,0,308,Spanish,7159147,3400000,7.5,2.35
2014,Comedy|Fantasy,Color,86,89,986,713,511,4073,0,69,14621,2,48,English,17314483,4000000,4.7,1.85
2002,Comedy|Drama|Romance,Color,110,675,16000,977,968,19928,0,143,44339,2,425,English,6525762,4000000,6.7,1.85
1969,Drama|Thriller,Color,127,13000,204,187,148,753,414,50,12677,0,89,English,,4000000,6.3,1.85
2006,Comedy|Crime,Color,90,0,812,466,242,1566,931,46,19622,0,58,English,4613815,,6,1.85
1995,Comedy|Fantasy,Color,110,99,4000,975,960,7921,0,51,78241,6,177,English,4301331,4000000,6.7,1.85
2002,Comedy|Drama|Romance,Color,104,30,769,413,296,2251,15000,163,67949,1,390,English,4046737,4000000,7.1,1.85
2003,Documentary,Color,96,2,960,12,0,972,131,52,3611,1,62,English,3713002,8000000,2.7,1.85
1988,Drama,Color,110,0,721,246,237,1966,816,40,10073,0,78,English,3468572,4000000,7.3,1.85
1996,Comedy,Color,84,378,925,729,611,3559,0,50,22697,0,202,English,2892582,4000000,7.6,1.85
1999,Comedy,Color,94,24,834,625,545,2662,309,45,4377,3,85,English,2800000,4000000,5.8,1.85
2007,Comedy|Crime|Romance|Thriller,Color,93,131,497,113,90,776,830,121,16224,1,76,English,2426851,4000000,6.5,2.55
2005,Comedy|Drama,Color,96,101,730,394,71,1208,708,114,18762,0,91,English,1325073,4000000,6.6,2.35
2011,Action|Crime|Horror|Thriller,Color,88,0,1000,947,939,4777,16000,270,53342,0,287,English,,4000000,6.2,1.85
2005,Adventure|Fantasy,Color,101,21,420,291,161,1215,0,116,20275,0,151,English,864959,4000000,6.9,1.85
2011,Documentary|Music,Color,102,330,48,0,0,48,26000,115,22457,0,69,None,2601847,4000000,8.5,2.35
1987,Adventure|Fantasy,Color,87,101,721,576,324,1700,550,15,2308,0,35,English,800000,4000000,4.8,1.85
2011,Drama|Romance,Color,83,19,947,685,322,2353,0,122,45293,1,71,English,1429260,,6.6,2.35
2015,Drama|Thriller,Color,103,5,1000,1000,842,3408,987,35,4091,0,20,English,,4500000,5.7,2.35
2002,Drama|Thriller,Color,99,60,979,665,444,3130,872,41,8535,4,113,English,562059,4000000,7,1.85
1999,Drama,Color,106,81,2000,811,687,4343,111,31,2877,0,70,English,399793,4000000,5.4,1.78
2012,Drama|Fantasy,Color,115,227,690,227,226,1298,12000,332,29440,0,110,French,,,7.1,1.85
2013,Drama,Color,117,234,12000,1000,221,13607,11000,232,36494,2,118,English,371897,4000000,6.9,2.35
1997,Comedy|Crime|Romance,Color,99,13,419,254,159,975,167,43,6705,3,53,English,302204,3000000,6.6,2.35
1987,Crime|Drama|Horror|Thriller,Color,102,212,10000,633,195,11083,314,68,2705,0,38,English,354704,1300000,5.9,1.85
2000,Comedy|Horror|Mystery,Color,85,0,945,774,209,2282,614,51,4617,1,93,English,265107,1500000,6.3,1.85
1999,Comedy,Color,86,8,759,638,428,2805,182,33,2133,1,31,English,185577,4000000,6.3,1.85
2013,Drama,Color,120,45,623,85,69,824,0,26,2112,0,7,German,100412,4000000,7.7,2.35
2010,Crime|Drama|Thriller,Color,106,0,617,163,67,916,10000,109,34224,0,137,English,58214,9500000,7,2.35
2000,Comedy,Color,103,272,736,450,70,1403,132,34,1398,4,26,English,75078,14000000,6.3,1.85
1998,Comedy|Romance,Color,93,12,578,29,15,643,108,31,811,1,26,English,64359,2500000,5.9,
2013,Drama|Romance,Color,112,105,18000,6000,748,25269,0,141,23334,0,87,English,317125,16000000,6.2,2.35
1998,Comedy|Drama|Romance,Color,100,137,4000,575,476,5796,98,19,1555,0,40,English,,4000000,5,2.35
2002,Comedy|Drama,Color,113,58,331,27,9,387,0,64,9913,1,38,Spanish,146402,4000000,7.7,1.85
2010,Drama|Horror|Sci-Fi,Color,98,53,530,238,65,1038,0,215,34263,1,141,English,18469,650000,6.5,2.35
,Comedy|Family|Romance,Color,23,,254,248,218,915,325,5,7673,1,47,English,,,6.1,1.33
1997,Biography|Drama,Color,92,19,18000,759,599,20135,161,12,1686,1,28,English,12836,4000000,5.8,1.85
2014,Drama,Color,106,19,585,29,9,629,278,70,1738,2,10,Portuguese,20262,4000000,6.1,2.35
2011,Comedy|Drama,Color,119,8,3000,3000,2000,10984,798,46,3297,4,42,English,,4000000,6,2.35
2011,Action|Adventure|Crime|Thriller,Color,99,7,762,706,641,2631,0,135,22220,1,97,English,,4000000,6.3,2.35
2003,Comedy|Fantasy,Color,90,165,686,246,150,1298,688,38,5137,0,50,English,,,6.3,2.35
2013,Adventure|Drama,Color,120,0,114,45,22,183,282,8,2488,0,3,Russian,,4000000,7.5,
1972,Drama|Family|History|Musical,Color,168,0,713,649,69,1541,0,34,6303,0,129,English,,4000000,7.6,2.35
2012,Drama|Mystery|Romance|Thriller,Color,93,55,223,11,5,242,657,36,2086,3,20,English,4063,4000000,5.2,2.35
1930,Drama|War, Black and White,96,177,431,12,4,457,279,35,3753,1,53,English,,3950000,7.8,1.2
2007,Comedy|Drama|Romance,Color,103,0,650,536,183,1585,296,6,2727,5,19,English,,4000000,6.6,1.85
2016,Horror,Color,93,21,763,637,359,2651,0,39,4146,2,29,English,,4000000,4.7,2.35
2009,Horror|Thriller,Color,84,18,399,129,35,644,0,182,27781,1,104,English,,,6.7,2.35
2012,Horror,Color,81,548,166,134,104,609,531,14,1561,0,21,English,,4000000,4.2,
2012,Comedy|Romance,Color,84,4,637,346,271,1932,170,3,1929,2,4,English,,4000000,6.3,1.78
2014,Adventure|Biography|Drama|Romance,Color,94,103,544,476,111,1150,365,3,724,1,15,English,,4000000,4.7,
2016,Adventure|Drama|History,Color,141,335,11000,744,635,13391,0,1,67,2,1,English,,100000000,6,2.35
1966,Biography|Drama|History,Color,120,160,559,269,94,1238,2000,62,23713,0,167,English,,2000000,7.9,1.66
1976,Drama|Romance,Color,121,0,3000,977,682,5987,17000,161,103493,0,317,English,,3800000,8.1,1.85
1939,Drama|History|Romance|War,Color,226,149,503,384,248,1862,16000,157,215340,1,706,English,198655278,3977000,8.2,1.37
2014,Biography|Drama,Color,104,10,507,236,196,1281,0,31,1177,0,10,English,143653,4000000,6,2.35
1965,Adventure|War|Western,Color,152,541,773,575,288,2888,251,53,5294,2,67,English,14873,3800000,6.8,2.35
2009,Drama,Color,92,2,881,826,601,3229,237,1,257,3,6,English,,,7.3,1.85
1950,Biography|Comedy|Musical|Romance|Western,Color,107,24,277,244,83,731,456,21,3167,0,90,English,8000000,3768785,7,1.37
2010,Comedy|Crime|Drama,Color,97,69,414,365,106,1269,17000,246,55982,0,148,English,304137,,7.3,1.85
2005,Drama,Color,115,6,119,69,24,222,385,42,2650,1,35,Portuguese,,8000000,7.5,2.35
2009,Comedy|Crime|Drama,Color,95,89,963,654,388,2658,0,78,31836,0,90,English,37606,3500000,6.8,2.35
1948,Adventure|Comedy|Musical|Romance,Color,102,136,89,78,48,282,359,41,3258,0,54,English,2956000,3700000,7.1,1.37
2009,Drama,Color,99,29,117,64,64,298,0,61,3579,2,14,English,19959,3800000,6.9,2.35
2006,Comedy|Drama,Color,109,13,3000,796,480,5977,0,112,17770,0,172,English,2706659,2000000,6.9,1.85
2011,Action|Mystery|Thriller,Color,113,174,14000,902,767,17151,29000,349,210548,3,332,English,61094903,30000000,6.9,2.35
,Comedy|Drama|War,Color,25,,443,421,395,2195,0,55,36265,5,147,English,,,8.4,4
1969,Drama, Black and White,113,154,183,89,77,465,0,88,76616,2,334,English,,3600000,7.9,1.85
1997,Comedy|Drama|Music,Color,91,11,1000,891,121,2323,0,122,82232,3,174,English,45857453,3500000,7.2,1.85
1980,Comedy,Color,88,104,628,575,318,2726,16000,134,160281,0,427,English,83400000,3500000,7.8,1.85
2015,Action|Thriller,Color,88,2,2000,872,6,2886,358,11,801,3,14,English,,5000000,3.5,1.33
1995,Comedy|Drama, Black and White,97,473,826,723,624,3455,8000,20,74626,1,157,English,27900000,3500000,7.3,1.85
1993,Crime|Drama|Thriller,Color,97,117,851,582,556,3036,0,28,39508,2,96,English,27900000,3500000,7.5,1.85
,Drama|Music,Color,42,,912,906,496,4337,14000,22,27418,2,92,English,,,7.8,16
1987,Comedy|Fantasy|Horror|Thriller,Color,85,10,3000,273,178,3617,1000,95,15956,0,118,English,14000000,3500000,6,1.85
1970,Comedy|Drama|Romance|Western,Color,121,541,575,372,242,1970,357,31,6350,2,62,English,,3716946,7.3,1.85
1967,Biography|Crime|Drama|History, Black and White,134,174,255,220,188,970,0,79,19026,1,128,English,,3500000,8,2.35
1959,Drama,Color,149,160,157,139,75,646,930,25,7071,0,83,English,,3500000,7.6,1.78
1966,Action|Crime|Drama|Mystery|Thriller,Color,121,22,606,481,367,2402,470,22,5941,1,74,English,,3500000,7,2.35
1972,Thriller,Color,116,13000,195,146,118,771,0,110,30982,0,199,English,,2000000,7.5,1.85
2015,Horror|Mystery,Color,92,22,648,191,159,1122,43000,425,66483,0,452,English,25138292,3500000,6.8,1.66
1998,Comedy,Color,93,0,625,118,78,987,280,19,1721,2,38,English,10305534,3500000,3.9,1.85
1996,Comedy|Drama|Romance,Color,96,0,385,356,111,995,453,43,13949,2,98,English,9449219,3500000,6.1,1.85
1998,Biography|Drama, Black and White,105,386,3000,258,248,4238,0,127,24977,2,229,English,6390032,3500000,7.5,2.35
2009,Drama|Mystery|Thriller,Color,129,195,827,88,50,1044,33000,262,131831,0,231,Spanish,20167424,2000000,8.2,2.35
1985,Horror,Color,87,0,1000,177,83,1592,3000,184,49672,1,419,English,,3500000,7.2,1.85
2008,Horror|Thriller,Color,94,47,430,209,108,836,804,33,4790,1,52,English,,,4.8,1.85
1987,Comedy|Fantasy|Horror|Thriller,Color,37,0,634,328,199,1347,0,252,113451,0,537,English,5923044,3600000,7.8,1.85
2001,Action|Adventure|Comedy|Musical,Color,81,0,560,555,542,2238,0,31,11399,0,131,English,3293258,3000000,5.2,1.85
2013,Horror,Color,97,48,984,697,689,3075,93000,139,34532,0,236,English,,1000000,3.3,1.78
1998,Drama|History,Color,106,22,174,16,10,222,140,39,1024,0,494,Spanish,886410,3500000,6.8,1.85
2010,Comedy|Drama|Fantasy|Horror,Color,103,12,29,4,4,44,38000,337,54104,0,199,Norwegian,252652,19900000,7,1.85
2006,Comedy|Romance,Color,101,0,827,729,681,3574,360,30,1950,3,24,English,220234,3500000,6.5,1.85
2012,Action|Comedy|Sci-Fi,Color,102,82,622,591,536,2486,15000,265,104072,4,207,English,34350553,68000000,5.7,2.35
2005,Comedy|Drama,Color,98,9,11000,8000,405,20009,414,50,7228,4,53,English,101228,3500000,6.4,1.85
2004,Action|Comedy|Romance,Color,91,23,4000,756,660,6380,1000,50,12188,3,135,English,96793,3500000,5.3,2.35
2016,Action|Biography|Crime|Drama|Family|Fantasy,Color,105,28,426,294,131,1043,0,9,342,0,15,English,123777,3500000,4.7,1.85
2008,Crime|Drama|Mystery|Thriller,Color,98,0,368,168,31,668,127,15,1634,0,11,English,,3500000,6.1,1.85
1998,Action|Comedy|Crime|Thriller,Color,104,6,922,893,467,2406,18,5,372,6,20,English,,1000000,5.5,1.37
,Drama|Thriller,Color,45,,773,133,119,1393,405,1,653,3,4,English,,,7.3,
2009,Horror|Thriller,Color,96,0,708,574,460,2307,211,4,961,0,12,English,,3500000,4.8,2.35
2013,Action|Animation|Crime|Sci-Fi|Thriller,Color,148,41,2000,774,739,5526,5000,44,30434,0,55,English,,3500000,8.4,
2015,Documentary,Color,100,117,21,3,0,24,121,6,75,0,2,English,29233,3500000,7,
2014,Action|Adventure|Fantasy|Thriller,Color,86,892,603,145,50,854,721,17,1285,1,10,English,,3500000,3.3,1.78
2014,Action|Crime|Drama|Thriller,Color,92,14,2000,660,597,3854,482,7,1928,2,10,English,,3500000,5.4,1.85
2014,Drama|Thriller,Color,88,19,795,535,322,2497,570,9,455,0,13,English,,3500000,4.8,2.35
2014,Crime|Mystery|Thriller,Color,90,0,1000,53,37,1183,606,3,610,1,18,English,,3440000,3.1,2.35
1977,Comedy,Color,94,0,1000,628,605,2861,0,55,15115,0,102,English,,3400000,6.7,1.85
2005,Documentary,Color,80,10,11000,108,34,11218,0,169,45984,0,331,French,77413017,8000000,7.6,1.85
2011,Biography|Drama|Thriller,Color,107,78,18000,2000,969,22834,21000,290,92599,8,225,English,5354039,3500000,7.1,1.85
2011,Drama|Romance,Color,99,0,141,69,43,320,224,10,1262,1,13,English,,,6.1,2.35
2008,Comedy|Drama,Color,92,0,1000,585,539,3608,0,159,28573,0,72,English,2926565,3000000,6.5,1.66
2014,Drama|Music,Color,107,141,24000,970,535,26495,129000,535,399138,0,731,English,13092000,3300000,8.5,2.4
2002,Crime|Drama,Color,135,353,1000,69,40,1211,28000,214,533200,0,749,Portuguese,7563397,3300000,8.7,1.85
1999,Comedy|Music,Color,99,8,798,472,78,1430,0,47,19194,2,160,English,104257,2200000,7.1,1.85
2012,Biography|Drama|Music,Color,102,19,632,144,80,1011,0,17,2116,7,13,English,,3400000,6.6,
2006,Crime|Drama|Mystery,Color,93,22,11000,505,303,11860,799,85,12304,0,73,English,17311,,6.7,1.85
2012,Drama,Color,115,346,74,69,26,216,60000,349,170155,1,249,Danish,610968,3800000,8.3,2.35
1983,Comedy|Family,Color,94,84,662,577,378,2076,18000,109,104908,0,458,English,,4000000,8.1,1.85
2006,Drama|Romance,Color,91,38,625,464,377,2747,0,60,9607,0,174,English,8108247,3300000,7.4,1.85
1982,Action|Crime|Drama|Thriller,Color,98,73,595,251,129,1105,934,101,6549,4,75,English,,4300000,6.6,1.85
2014,Comedy,Color,97,246,756,521,491,3717,0,1,557,5,3,English,,3300000,4.5,16
1999,Drama|Romance,Color,92,4,631,443,405,2020,100,16,704,0,18,English,7680,2000000,6.4,
2008,Drama,Color,128,39,15,2,0,17,0,212,29248,7,86,French,3766595,,7.5,2.35
1968,Drama|Horror,Color,136,2000,917,563,449,2997,13000,215,140527,0,447,English,,2300000,8,1.85
1962,Drama|Western, Black and White,113,673,756,423,332,2693,0,107,53741,1,214,English,,3200000,8.1,1.85
2009,Drama|Romance,Color,99,6,828,390,194,1936,0,122,29239,0,70,English,2277396,,7.2,2.35
2004,Crime|Drama,Color,101,13,280,11,6,308,0,155,30474,0,172,Spanish,6517198,3000000,7.5,1.85
2010,Comedy|Drama|Romance,Color,105,101,1000,394,157,2016,15000,261,73349,4,142,English,5776314,3200000,7.2,1.85
2005,Action|Comedy|Horror|Thriller,Color,95,38,164000,2000,898,170118,0,130,25542,0,252,English,,3200000,6.4,2.35
1978,Comedy,Color,109,644,1000,783,559,3468,0,94,90177,6,257,English,141600000,3000000,7.6,1.85
1964,Action|Adventure|Thriller,Color,110,82,387,202,177,1198,0,164,139432,2,418,English,51100000,3000000,7.8,1.37
2012,Horror|Sci-Fi|Thriller,Color,108,43,691,480,463,1962,0,188,9356,0,47,English,,3200000,5.7,1.85
1946,Drama|Family|Fantasy|Romance,Color,118,964,488,275,248,1844,41000,206,275720,0,706,English,,3180000,8.6,1.37
1996,Drama,Color,94,0,2000,887,557,3559,21000,134,469561,4,514,English,16501785,3500000,8.2,1.85
2000,Comedy|Documentary,Color,115,0,1000,436,360,1964,290,53,4687,0,83,English,38168022,3000000,6.6,1.85
2010,Horror,Color,98,21,438,332,189,1081,14000,264,82133,0,359,English,84749884,3000000,5.7,1.85
1998,Comedy,Color,91,52,773,588,482,1965,0,94,21245,0,213,English,24788807,3000000,7.4,2.35
2002,Crime|Documentary|Drama, Black and White,120,909,909,504,184,1779,4000,215,123090,2,888,English,21244913,4000000,8,1.85
2014,Drama,Color,109,611,878,10,4,900,0,85,2789,1,20,Mandarin,377420,,7.3,2.35
1985,Fantasy|Horror,Color,87,28,426,359,217,1472,0,138,43485,0,327,English,30000000,2200000,5.4,1.85
1985,Drama|Romance,Color,117,133,687,443,249,1665,0,55,29610,0,94,English,20966644,3000000,7.4,1.66
2013,Horror|Sci-Fi|Thriller,Color,85,65,942,810,535,3708,31000,361,139329,0,578,English,64423650,3000000,5.7,2.35
2012,Horror|Mystery,Color,110,301,1000,419,412,2239,58000,411,155153,0,524,English,48056940,3000000,6.8,2.35
2002,Biography|Comedy|Documentary,Color,113,9,71,65,12,159,63,24,1466,1,35,English,19184015,3000000,5.4,1.85
1958,Drama|Romance,Color,108,174,253,197,110,649,0,70,33741,0,141,English,,3000000,8.1,1.85
1970,Action|Adventure|Sci-Fi,Color,95,57,220,162,158,1186,0,78,32378,0,150,English,,3000000,6.1,2.35
1997,Comedy|Drama|Family|Sport,Color,98,188,2000,970,693,4277,902,35,12942,0,34,English,24629916,3000000,5.1,1.85
2000,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Color,93,8,88,82,49,373,38,39,9066,0,55,Japanese,,16000000,5.6,1.85
1986,Horror|Thriller,Color,86,41,956,316,155,1862,0,158,25332,0,307,English,19472057,3000000,5.9,1.85
1957,Adventure|Drama|War,Color,161,767,682,119,87,1035,0,122,149444,2,273,English,27200000,3000000,8.2,2.35
